Quote Date,Quote ID,Quote Number,Quote Status,Customer ID,Branch Name,Expiry Date,PurchaseOrder,Currency Code,Exchange Rate,Discount Type,Is Discount Before Tax,Entity Discount Percent,Is Inclusive Tax,SubTotal,Total,Adjustment,Notes,Terms & Conditions,Customer Name,Place of Supply,Place of Supply(With State Code),GST Treatment,GST Identification Number (GSTIN),Is Export Without LUT/Bond,Tax Collected From Customer,Project Name,Project ID,Sales person,Billing Address,Billing City,Billing State,Billing Country,Billing Code,Billing Fax,Template Name,Adjustment Description,Shipping Address,Shipping City,Shipping State,Shipping Country,Shipping Code,Shipping Fax,Source,Reference ID,Last Sync Time,TCS Amount,Entity Discount Amount,TDS Name,TDS Section Code,TDS Section,TDS Percentage,TDS Amount,TCS Tax Name,TCS Percentage,Nature Of Collection,Shipping Charge,Shipping Charge Tax ID,Shipping Charge Tax Amount,Shipping Charge Tax Name,Shipping Charge Tax %,Shipping Charge Tax Type,Shipping Charge Tax Exemption Code,Shipping Charge SAC Code,Item Name,Item Desc,HSN/SAC,Quantity,Discount,Discount Amount,Item Tax Amount,Item Total,MRP,Is Tax Calculated on Label Price,Product ID,Account,SKU,UPC,MPN,EAN,ISBN,Usage unit,Item Price,Supply Type,Tax ID,Item Tax,Item Tax %,Item Tax Type,Reverse Charge Tax Name,Reverse Charge Tax Rate,Reverse Charge Tax Type,CGST Rate %,SGST Rate %,IGST Rate %,CESS Rate %,CGST(FCY),SGST(FCY),IGST(FCY),CESS(FCY),CGST,SGST,IGST,CESS,Item Tax Exemption Reason,Item Type,Loaction,Kit Combo Item Name,Item.CF.No of pcs in Master carton
2020-08-20,99381000001281075,EST031,sent,99381000000151001,Cochin,,,INR,1.00,entity_level,true,0.00,false,13450.00,13450.00,0.00,Looking forward for your business.,,Dynamic Enterprises,32,32-Kerala,business_gst,32ATJPS7075B1ZN,NO,NO,,,,XIV/217C SUNRISE BUILDING,THRISSUR,Kerala,India,680121,,Standard Template,Adjustment,XIV/217 C SUNRISE BUILDING,THRISSUR,Kerala,India,680121,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,"Serial No:TH14379 To TH14393
                 TH14538 To TH14542",998729,20.00,0.00,0.0,0.00,3400.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-20,99381000001281075,EST031,sent,99381000000151001,Cochin,,,INR,1.00,entity_level,true,0.00,false,13450.00,13450.00,0.00,Looking forward for your business.,,Dynamic Enterprises,32,32-Kerala,business_gst,32ATJPS7075B1ZN,NO,NO,,,,XIV/217C SUNRISE BUILDING,THRISSUR,Kerala,India,680121,,Standard Template,Adjustment,XIV/217 C SUNRISE BUILDING,THRISSUR,Kerala,India,680121,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 30 kg,Serial No:TH14719 To TH14737,998729,20.00,0.00,0.0,0.00,6700.00,,FALSE,99381000000186027,Sales,SF30,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-20,99381000001281075,EST031,sent,99381000000151001,Cochin,,,INR,1.00,entity_level,true,0.00,false,13450.00,13450.00,0.00,Looking forward for your business.,,Dynamic Enterprises,32,32-Kerala,business_gst,32ATJPS7075B1ZN,NO,NO,,,,XIV/217C SUNRISE BUILDING,THRISSUR,Kerala,India,680121,,Standard Template,Adjustment,XIV/217 C SUNRISE BUILDING,THRISSUR,Kerala,India,680121,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 100Kg,Serial No:TH14504 To TH14508,998729,5.00,0.00,0.0,0.00,1675.00,,FALSE,99381000000663063,Sales,SF100,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-20,99381000001281075,EST031,sent,99381000000151001,Cochin,,,INR,1.00,entity_level,true,0.00,false,13450.00,13450.00,0.00,Looking forward for your business.,,Dynamic Enterprises,32,32-Kerala,business_gst,32ATJPS7075B1ZN,NO,NO,,,,XIV/217C SUNRISE BUILDING,THRISSUR,Kerala,India,680121,,Standard Template,Adjustment,XIV/217 C SUNRISE BUILDING,THRISSUR,Kerala,India,680121,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 200Kg,Serial No:TH14519 To TH14523,998729,5.00,0.00,0.0,0.00,1675.00,,FALSE,99381000000548508,Sales,SF200,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-21,99381000001283183,EST032,sent,99381000000126001,Cochin,,,INR,1.00,entity_level,true,0.00,false,5600.00,5600.00,0.00,Looking forward for your business.,,YELLOW SCALES,32,32-Kerala,business_gst,32CPDPS6051P1ZG,NO,NO,,,,KUMBALAM JUNCTION,KOCHIN,KERALA,India,682506,,Standard Template,Adjustment,KUMBALAM JUNCTION,KOCHIN,KERALA,India,682506,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,Serial No:TH14543 To TH14571,998729,29.00,0.00,0.0,0.00,4930.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-21,99381000001283183,EST032,sent,99381000000126001,Cochin,,,INR,1.00,entity_level,true,0.00,false,5600.00,5600.00,0.00,Looking forward for your business.,,YELLOW SCALES,32,32-Kerala,business_gst,32CPDPS6051P1ZG,NO,NO,,,,KUMBALAM JUNCTION,KOCHIN,KERALA,India,682506,,Standard Template,Adjustment,KUMBALAM JUNCTION,KOCHIN,KERALA,India,682506,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 30 kg,,998729,2.00,0.00,0.0,0.00,670.00,,FALSE,99381000000186027,Sales,SF30,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-22,99381000001289335,EST033,sent,99381000000084508,Cochin,,,INR,1.00,entity_level,true,0.00,false,1700.00,1700.00,0.00,Looking forward for your business.,,ACE ELECTRONICS,32,32-Kerala,business_gst,32AAZFA3650P1ZV,NO,NO,,,,"Akai tower ,
Near Tali Temple 
Thali ,Calicut",Calicut,Kerala,India,673002,,Standard Template,Adjustment,"Akai tower ,
Near Tali Temple 
Thali ,Calicut",Calicut,Kerala,India,673002,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,Serial No:TH14622 To TH14631,998729,10.00,0.00,0.0,0.00,1700.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-22,99381000001289357,EST034,sent,99381000000084733,Cochin,,,INR,1.00,entity_level,true,0.00,false,23650.00,23650.00,0.00,Looking forward for your business.,,ELMASS SYSTEMS & SERVICES,32,32-Kerala,business_gst,32AACFE8918M1Z7,NO,NO,,,,"70/1955 /old 44/2214A5, Martin Eva Holy Tuesday Shopping Mall,
Banerji Road, Mathrubhoomi Jn.",Ernakulam,Kerala,India,682017,,Standard Template,Adjustment,"Souhruda Lane
Lissie Hospital Road",Ernakulam,Kerala,India,682018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,Serial No:TH14572 To TH14621,998729,50.00,0.00,0.0,0.00,8500.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-22,99381000001289357,EST034,sent,99381000000084733,Cochin,,,INR,1.00,entity_level,true,0.00,false,23650.00,23650.00,0.00,Looking forward for your business.,,ELMASS SYSTEMS & SERVICES,32,32-Kerala,business_gst,32AACFE8918M1Z7,NO,NO,,,,"70/1955 /old 44/2214A5, Martin Eva Holy Tuesday Shopping Mall,
Banerji Road, Mathrubhoomi Jn.",Ernakulam,Kerala,India,682017,,Standard Template,Adjustment,"Souhruda Lane
Lissie Hospital Road",Ernakulam,Kerala,India,682018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,Serial No:TH14662 To TH14691,998729,30.00,0.00,0.0,0.00,5100.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-22,99381000001289357,EST034,sent,99381000000084733,Cochin,,,INR,1.00,entity_level,true,0.00,false,23650.00,23650.00,0.00,Looking forward for your business.,,ELMASS SYSTEMS & SERVICES,32,32-Kerala,business_gst,32AACFE8918M1Z7,NO,NO,,,,"70/1955 /old 44/2214A5, Martin Eva Holy Tuesday Shopping Mall,
Banerji Road, Mathrubhoomi Jn.",Ernakulam,Kerala,India,682017,,Standard Template,Adjustment,"Souhruda Lane
Lissie Hospital Road",Ernakulam,Kerala,India,682018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 50 kg,Serial No:TH14008 To TH14029 (22 nos only),998729,30.00,0.00,0.0,0.00,10050.00,,FALSE,99381000000186036,Sales,SF50,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-25,99381000001305722,EST035,sent,99381000000151001,Cochin,,,INR,1.00,entity_level,true,0.00,false,5100.00,5100.00,0.00,Looking forward for your business.,,Dynamic Enterprises,32,32-Kerala,business_gst,32ATJPS7075B1ZN,NO,NO,,,,XIV/217C SUNRISE BUILDING,THRISSUR,Kerala,India,680121,,Standard Template,Adjustment,XIV/217 C SUNRISE BUILDING,THRISSUR,Kerala,India,680121,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,Serial No:TH14632 To TH14661 & TH15032,998729,30.00,0.00,0.0,0.00,5100.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-25,99381000001305750,EST036,sent,99381000000036003,Cochin,,,INR,1.00,entity_level,true,0.00,false,10100.00,10100.00,0.00,Looking forward for your business.,,Modern machines,32,32-Kerala,business_gst,32EMRPS6226K1ZF,NO,NO,,,,Pathirappally P.O.,Alappuzha,Kerala,India,688521,,Standard Template,Adjustment,Pathirappally P.O.,Alappuzha,Kerala,India,688521,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,,998729,20.00,0.00,0.0,0.00,3400.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-25,99381000001305750,EST036,sent,99381000000036003,Cochin,,,INR,1.00,entity_level,true,0.00,false,10100.00,10100.00,0.00,Looking forward for your business.,,Modern machines,32,32-Kerala,business_gst,32EMRPS6226K1ZF,NO,NO,,,,Pathirappally P.O.,Alappuzha,Kerala,India,688521,,Standard Template,Adjustment,Pathirappally P.O.,Alappuzha,Kerala,India,688521,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 50 kg,,998729,20.00,0.00,0.0,0.00,6700.00,,FALSE,99381000000186036,Sales,SF50,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-08-27,99381000001311960,EST037,sent,99381000000309611,Cochin,,,INR,1.00,entity_level,true,0.00,false,8500.00,8500.00,0.00,Looking forward for your business.,,KRAUS INSTRUMENTS,32,32-Kerala,business_gst,32AASFK0676Q1ZM,NO,NO,,,,"1,11/411/14, ABHCON CROWN,","KOKKALAI, THRISSUR",Kerala,India,680001,,Standard Template,Adjustment,"1,11/411/14, ABHCON CROWN,","KOKKALAI, THRISSUR",Kerala,India,680001,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,Serial No:TH14692 To TH14712 (21nos),998729,50.00,0.00,0.0,0.00,8500.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-03,99381000001335823,EST038,sent,99381000000126001,Cochin,,,INR,1.00,entity_level,true,0.00,false,3060.00,3060.00,0.00,Looking forward for your business.,,YELLOW SCALES,32,32-Kerala,business_gst,32CPDPS6051P1ZG,NO,NO,,,,KUMBALAM JUNCTION,KOCHIN,KERALA,India,682506,,Standard Template,Adjustment,KUMBALAM JUNCTION,KOCHIN,KERALA,India,682506,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,Serial No:TH14799 To TH14816,998729,18.00,0.00,0.0,0.00,3060.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-04,99381000001340657,EST039,sent,99381000000084733,Cochin,,,INR,1.00,entity_level,true,0.00,false,27945.00,27945.00,0.00,Looking forward for your business.,,ELMASS SYSTEMS & SERVICES,32,32-Kerala,business_gst,32AACFE8918M1Z7,NO,NO,,,,"70/1955 /old 44/2214A5, Martin Eva Holy Tuesday Shopping Mall,
Banerji Road, Mathrubhoomi Jn.",Ernakulam,Kerala,India,682017,,Standard Template,Adjustment,"Souhruda Lane
Lissie Hospital Road",Ernakulam,Kerala,India,682018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,,998729,30.00,0.00,0.0,0.00,5100.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-04,99381000001340657,EST039,sent,99381000000084733,Cochin,,,INR,1.00,entity_level,true,0.00,false,27945.00,27945.00,0.00,Looking forward for your business.,,ELMASS SYSTEMS & SERVICES,32,32-Kerala,business_gst,32AACFE8918M1Z7,NO,NO,,,,"70/1955 /old 44/2214A5, Martin Eva Holy Tuesday Shopping Mall,
Banerji Road, Mathrubhoomi Jn.",Ernakulam,Kerala,India,682017,,Standard Template,Adjustment,"Souhruda Lane
Lissie Hospital Road",Ernakulam,Kerala,India,682018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 50 kg,,998729,30.00,0.00,0.0,0.00,10050.00,,FALSE,99381000000186036,Sales,SF50,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-04,99381000001340657,EST039,sent,99381000000084733,Cochin,,,INR,1.00,entity_level,true,0.00,false,27945.00,27945.00,0.00,Looking forward for your business.,,ELMASS SYSTEMS & SERVICES,32,32-Kerala,business_gst,32AACFE8918M1Z7,NO,NO,,,,"70/1955 /old 44/2214A5, Martin Eva Holy Tuesday Shopping Mall,
Banerji Road, Mathrubhoomi Jn.",Ernakulam,Kerala,India,682017,,Standard Template,Adjustment,"Souhruda Lane
Lissie Hospital Road",Ernakulam,Kerala,India,682018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 100Kg,,998729,2.00,0.00,0.0,0.00,670.00,,FALSE,99381000000663063,Sales,SF100,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-04,99381000001340657,EST039,sent,99381000000084733,Cochin,,,INR,1.00,entity_level,true,0.00,false,27945.00,27945.00,0.00,Looking forward for your business.,,ELMASS SYSTEMS & SERVICES,32,32-Kerala,business_gst,32AACFE8918M1Z7,NO,NO,,,,"70/1955 /old 44/2214A5, Martin Eva Holy Tuesday Shopping Mall,
Banerji Road, Mathrubhoomi Jn.",Ernakulam,Kerala,India,682017,,Standard Template,Adjustment,"Souhruda Lane
Lissie Hospital Road",Ernakulam,Kerala,India,682018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 300kg,,998729,3.00,0.00,0.0,0.00,1245.00,,FALSE,99381000000548525,Sales,SF300,,,,,nos,415.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-04,99381000001340657,EST039,sent,99381000000084733,Cochin,,,INR,1.00,entity_level,true,0.00,false,27945.00,27945.00,0.00,Looking forward for your business.,,ELMASS SYSTEMS & SERVICES,32,32-Kerala,business_gst,32AACFE8918M1Z7,NO,NO,,,,"70/1955 /old 44/2214A5, Martin Eva Holy Tuesday Shopping Mall,
Banerji Road, Mathrubhoomi Jn.",Ernakulam,Kerala,India,682017,,Standard Template,Adjustment,"Souhruda Lane
Lissie Hospital Road",Ernakulam,Kerala,India,682018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 500kg,,998729,2.00,0.00,0.0,0.00,830.00,,FALSE,99381000000590328,Sales,SF500,,,,,nos,415.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-04,99381000001340657,EST039,sent,99381000000084733,Cochin,,,INR,1.00,entity_level,true,0.00,false,27945.00,27945.00,0.00,Looking forward for your business.,,ELMASS SYSTEMS & SERVICES,32,32-Kerala,business_gst,32AACFE8918M1Z7,NO,NO,,,,"70/1955 /old 44/2214A5, Martin Eva Holy Tuesday Shopping Mall,
Banerji Road, Mathrubhoomi Jn.",Ernakulam,Kerala,India,682017,,Standard Template,Adjustment,"Souhruda Lane
Lissie Hospital Road",Ernakulam,Kerala,India,682018,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 30 kg,,998729,30.00,0.00,0.0,0.00,10050.00,,FALSE,99381000000186027,Sales,SF30,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-05,99381000001349423,EST040,sent,99381000000575003,Cochin,,,INR,1.00,entity_level,true,0.00,false,10100.00,10100.00,0.00,Looking forward for your business.,,YESWEIGH TECHNOLOGIES PRIVATE LIMITED,32,32-Kerala,business_gst,32AABCY1984H1Z9,NO,NO,,,,"1ST FLOOR, No47/2170,
DOWN TOWN Complex,
Mangalore road,TALAP",kannur,Kerala,India,670002,,Standard Template,Adjustment,"1ST FLOOR, No47/2170,
DOWN TOWN Complex,
Mangalore road,TALAP",kannur,Kerala,India,670002,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,Serial No:TH14817 To TH14836,998729,20.00,0.00,0.0,0.00,3400.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-05,99381000001349423,EST040,sent,99381000000575003,Cochin,,,INR,1.00,entity_level,true,0.00,false,10100.00,10100.00,0.00,Looking forward for your business.,,YESWEIGH TECHNOLOGIES PRIVATE LIMITED,32,32-Kerala,business_gst,32AABCY1984H1Z9,NO,NO,,,,"1ST FLOOR, No47/2170,
DOWN TOWN Complex,
Mangalore road,TALAP",kannur,Kerala,India,670002,,Standard Template,Adjustment,"1ST FLOOR, No47/2170,
DOWN TOWN Complex,
Mangalore road,TALAP",kannur,Kerala,India,670002,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 30 kg,Serial No:TH15005 To TH15024,998729,20.00,0.00,0.0,0.00,6700.00,,FALSE,99381000000186027,Sales,SF30,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-08,99381000001349974,EST041,sent,99381000000940651,Cochin,,,INR,1.00,entity_level,true,0.00,false,24580.00,24580.00,0.00,Looking forward for your business.,,MUDRA SCALE-KOZHIKODE,32,32-Kerala,business_gst,32BMNPR6553F1ZS,NO,NO,,,,"KP 15/153-B
Po. Pavandoor",Kozhikode,Kerala,India,673613,,Standard Template,Adjustment,"KP 15/153-B
Po. Pavandoor",Kozhikode,Kerala,India,673613,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,"Serial No:TH14943 To TH14972
                 TI17665 To TI17684",998729,50.00,0.00,0.0,0.00,8500.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-08,99381000001349974,EST041,sent,99381000000940651,Cochin,,,INR,1.00,entity_level,true,0.00,false,24580.00,24580.00,0.00,Looking forward for your business.,,MUDRA SCALE-KOZHIKODE,32,32-Kerala,business_gst,32BMNPR6553F1ZS,NO,NO,,,,"KP 15/153-B
Po. Pavandoor",Kozhikode,Kerala,India,673613,,Standard Template,Adjustment,"KP 15/153-B
Po. Pavandoor",Kozhikode,Kerala,India,673613,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 30 kg,,998729,48.00,0.00,0.0,0.00,16080.00,,FALSE,99381000000186027,Sales,SF30,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-09,99381000001356009,EST042,sent,99381000000231096,Cochin,,,INR,1.00,entity_level,true,0.00,false,18500.00,18500.00,0.00,Looking forward for your business.,,Victory Scales,32,32-Kerala,business_gst,32AAAAV1247P1ZC,NO,NO,,,,"M/s Victory Scales
CSI Ascension Square, Below ICICI Bank","Kottayam,",Kerala,India,686016,,Standard Template,Adjustment,"M/s Victory Scales
CSI Ascension Square, Below ICICI Bank","Kottayam,",Kerala,India,686016,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,Serial No:TH14882 To TH14911,998729,30.00,0.00,0.0,0.00,5100.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-09,99381000001356009,EST042,sent,99381000000231096,Cochin,,,INR,1.00,entity_level,true,0.00,false,18500.00,18500.00,0.00,Looking forward for your business.,,Victory Scales,32,32-Kerala,business_gst,32AAAAV1247P1ZC,NO,NO,,,,"M/s Victory Scales
CSI Ascension Square, Below ICICI Bank","Kottayam,",Kerala,India,686016,,Standard Template,Adjustment,"M/s Victory Scales
CSI Ascension Square, Below ICICI Bank","Kottayam,",Kerala,India,686016,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 30 kg,Serial No:TH15033 To TH15052,998729,20.00,0.00,0.0,0.00,6700.00,,FALSE,99381000000186027,Sales,SF30,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-09,99381000001356009,EST042,sent,99381000000231096,Cochin,,,INR,1.00,entity_level,true,0.00,false,18500.00,18500.00,0.00,Looking forward for your business.,,Victory Scales,32,32-Kerala,business_gst,32AAAAV1247P1ZC,NO,NO,,,,"M/s Victory Scales
CSI Ascension Square, Below ICICI Bank","Kottayam,",Kerala,India,686016,,Standard Template,Adjustment,"M/s Victory Scales
CSI Ascension Square, Below ICICI Bank","Kottayam,",Kerala,India,686016,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 50 kg,"Serial No:TH13520 To TH13529
                 TH14177 To TH14186",998729,20.00,0.00,0.0,0.00,6700.00,,FALSE,99381000000186036,Sales,SF50,,,,,nos,335.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
2020-09-09,99381000001356351,EST043,sent,99381000000112170,Cochin,,,INR,1.00,entity_level,true,0.00,false,10240.00,10240.00,0.00,Looking forward for your business.,,MEEZAN ELECTRONIC SCALES PRIVATE LIMITED,32,32-Kerala,business_gst,32AAECM1277C1ZY,NO,NO,,,,"8/308A Meezan Tower 
Calicut Road , Manjeri",MANJERI,Kerala,India,676121,,Standard Template,Adjustment,"8/308A Meezan Tower 
Calicut Road , Manjeri",MANJERI,Kerala,India,676121,,1,,,,0.000,,,,0.00,0.000,,,,0.00,,,,,,,,Government Stamping Fee 20 KG,Serial No:TH14867 To TH14881,998729,15.00,0.00,0.0,0.00,2550.00,,FALSE,99381000000172016,Sales,SF20,,,,,nos,170.00,Zero Rated,99381000000006152,GST0,0.00,Tax Group,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,goods,,,
